Year,Month,Price,Dividend,Earnings,CPI,GS10,Real Price,Real Dividend,Real Earnings
2005,9,1225.92,21.47,66.47,198.80,4.20,1489.18,26.08,80.74
2005,10,1191.96,21.72,67.59,199.20,4.46,1445.02,26.33,81.94
2005,11,1237.37,21.97,68.71,197.60,4.54,1512.22,26.85,83.97
2005,12,1262.07,22.22,69.83,196.80,4.47,1548.67,27.27,85.69
2006,1,1278.73,22.41,70.78,198.30,4.42,1557.25,27.29,86.19
2006,2,1276.65,22.59,71.72,198.70,4.57,1551.58,27.46,87.17
2006,3,1293.74,22.78,72.67,199.80,4.72,1563.70,27.53,87.83
2006,4,1302.17,23.00,73.28,201.50,4.99,1560.61,27.56,87.82
2006,5,1290.01,23.22,73.88,202.50,5.11,1538.40,27.69,88.11
2006,6,1253.17,23.44,74.49,202.90,5.11,1491.52,27.90,88.66
2006,7,1260.24,23.66,75.85,203.50,5.09,1495.51,28.08,90.01
2006,8,1287.15,23.88,77.21,203.90,4.88,1524.45,28.28,91.44
2006,9,1317.74,24.10,78.57,202.90,4.72,1568.37,28.68,93.51
2006,10,1363.38,24.36,79.55,201.80,4.73,1631.54,29.15,95.20
2006,11,1388.64,24.62,80.53,201.50,4.60,1664.24,29.51,96.51
2006,12,1416.42,24.88,81.51,201.80,4.56,1695.01,29.77,97.54
2007,1,1424.16,25.08,82.06,202.416,4.76,1699.09,29.93,97.90
2007,2,1444.80,25.29,82.60,203.499,4.72,1714.54,30.01,98.02
2007,3,1406.95,25.49,83.15,205.352,4.56,1654.55,29.98,97.78
2007,4,1463.64,25.72,83.74,206.686,4.69,1710.11,30.05,97.84
2007,5,1511.14,25.94,84.33,207.949,4.75,1754.89,30.13,97.93
2007,6,1514.19,26.17,84.92,208.352,5.10,1755.03,30.33,98.43
2007,7,1520.71,26.44,82.81,208.299,5.00,1763.03,30.65,96.01
2007,8,1454.62,26.71,80.71,207.917,4.67,1689.51,31.02,93.74
2007,9,1497.12,26.98,78.60,208.49,4.52,1734.09,31.25,91.04
2007,10,1539.66,27.23,74.46,208.936,4.53,1779.56,31.47,86.06
2007,11,1463.39,27.48,70.32,210.177,4.15,1681.42,31.57,80.80
2007,12,1479.22,27.73,66.18,210.036,4.10,1700.75,31.88,76.09
2008,1,1378.76,27.92,64.25,211.08,3.74,1577.40,31.94,73.51
2008,2,1354.87,28.11,62.32,211.693,3.74,1545.58,32.07,71.09
2008,3,1316.94,28.3,60.39,213.528,3.51,1489.40,32.01,68.30
2008,4,1370.47,28.44,57.38,214.823,3.68,1540.60,31.97,64.51
2008,5,1403.22,28.57,54.38,216.632,3.88,1564.24,31.85,60.62
2008,6,1341.25,28.71,51.37,218.815,4.10,1480.25,31.69,56.69
2008,7,1257.33,28.76,49.56,219.964,4.01,1380.38,31.57,54.41
2008,8,1281.47,28.80,47.76,219.086,3.89,1412.52,31.75,52.64
2008,9,1216.95,28.85,45.95,218.783,3.69,1343.26,31.84,50.72
2008,10,968.8,28.70,35.59,216.573,3.81,1080.27,32.00,39.69
2008,11,883.04,28.54,25.24,212.425,3.53,1003.87,32.45,28.69
2008,12,877.56,28.39,14.88,210.228,2.42,1008.06,32.61,17.09
2009,1,865.58,28.01,12.21,211.143,2.52,989.99,32.04,13.96
2009,2,805.23,27.64,9.53,212.193,2.87,916.41,31.45,10.85
2009,3,757.13,27.26,6.86,212.709,2.82,859.58,30.95,7.79
2009,4,848.15,26.70,7.08,213.24,2.93,960.52,30.24,8.01
2009,5,902.41,26.15,7.29,213.856,3.29,1019.02,29.53,8.24
2009,6,926.12,25.59,7.51,215.693,3.72,1036.89,28.65,8.41
2009,7,935.82,25.03,9.19,215.351,3.56,1049.41,28.06,10.30
2009,8,1009.73,24.46,10.86,215.834,3.59,1129.76,27.37,12.15
2009,9,1044.55,23.9,12.54,215.969,3.4,1167.99,26.72,14.02
2009,10,1067.66,23.40,25.35,216.177,3.39,1192.68,26.14,28.32
2009,11,1088.07,22.91,38.16,216.33,3.4,1214.62,25.57,42.60
2009,12,1110.38,22.41,50.97,215.949,3.59,1241.71,25.06,57.00
2010,1,1123.58,22.24,54.29,216.687,3.73,1252.20,24.79,60.50
2010,2,1089.16,22.07,57.61,216.741,3.69,1213.53,24.59,64.19
2010,3,1152.05,21.9,60.93,217.631,3.73,1278.36,24.30,67.61
2010,4,1197.32,21.95,62.99,218.009,3.85,1326.29,24.31,69.77
2010,5,1125.06,21.99,65.04,218.178,3.42,1245.28,24.34,71.99
2010,6,1083.36,22.04,67.1,217.965,3.2,1200.29,24.42,74.34
2010,7,1079.8,22.14,68.69,218.011,3.01,1196.10,24.53,76.08
2010,8,1087.28,22.25,70.27,218.312,2.7,1202.72,24.61,77.73
2010,9,1122.08,22.35,71.86,218.439,2.65,1240.50,24.71,79.44
2010,10,1171.58,22.48,73.69,218.711,2.54,1293.61,24.82,81.37
2010,11,1198.89,22.60,75.52,218.803,2.76,1323.21,24.95,83.35
2010,12,1241.53,22.73,77.35,219.179,3.29,1367.92,25.04,85.22
2011,1,1282.62,22.96,78.67,220.223,3.39,1406.49,25.18,86.27
2011,2,1321.12,23.20,79.99,221.309,3.58,1441.60,25.31,87.28
2011,3,1304.49,23.43,81.31,223.467,3.41,1409.71,25.32,87.87
2011,4,1331.51,23.73,82.16,224.906,3.46,1429.70,25.48,88.22
2011,5,1338.31,24.04,83.02,225.964,3.17,1430.27,25.69,88.72
2011,6,1287.29,24.34,83.87,225.722,3,1377.22,26.04,89.73
2011,7,1325.19,24.62,84.91,225.922,3,1416.51,26.32,90.76
2011,8,1185.31,24.90,85.94,226.545,2.3,1263.51,26.54,91.61
2011,9,1173.88,25.18,86.98,226.889,1.98,1249.43,26.80,92.58
2011,10,1207.22,25.60,86.97,226.421,2.15,1287.57,27.30,92.76
2011,11,1226.42,26.01,86.96,226.23,2.01,1309.15,27.77,92.83
2011,12,1243.32,26.43,86.95,225.672,1.98,1330.47,28.28,93.05
2012,1,1300.58,26.74,87.48,226.665,1.97,1385.65,28.49,93.20
2012,2,1352.49,27.04,88.01,227.663,1.97,1434.64,28.69,93.36
2012,3,1389.24,27.35,88.54,229.392,2.17,1462.52,28.79,93.21
2012,4,1386.43,27.67,88.33,230.085,2.05,1455.16,29.05,92.71
2012,5,1341.27,28.00,88.13,229.815,1.8,1409.42,29.42,92.60
2012,6,1323.48,28.32,87.92,229.478,1.62,1392.76,29.80,92.52
2012,7,1359.78,28.74,87.45,229.104,1.53,1433.30,30.30,92.17
2012,8,1403.45,29.17,86.97,230.379,1.68,1471.14,30.57,91.17
2012,9,1443.42,29.59,86.5,231.407,1.72,1506.32,30.88,90.27
2012,10,1437.82,30.14,86.50,231.317,1.75,1501.06,31.47,90.31
2012,11,1394.51,30.70,86.51,230.221,1.65,1462.78,32.20,90.74
2012,12,1422.29,31.25,86.51,229.601,1.72,1495.95,32.87,90.99
2013,1,1480.4,31.54,86.91,230.28,1.91,1552.47,33.07,91.14
2013,2,1512.31,31.82,87.30,232.166,1.98,1573.05,33.10,90.81
2013,3,1550.83,32.11,87.7,232.773,1.96,1608.91,33.31,90.98
2013,4,1570.7,32.50,88.78,232.531,1.76,1631.22,33.75,92.20
2013,5,1639.84,32.88,89.87,232.945,1.93,1700.00,34.09,93.16
2013,6,1618.77,33.27,90.95,233.504,2.3,1674.14,34.41,94.06
2013,7,1668.68,33.65,92.09,233.596,2.58,1725.08,34.78,95.20
2013,8,1670.09,34.02,93.23,233.877,2.74,1724.46,35.13,96.27
2013,9,1687.17,34.4,94.37,234.149,2.81,1740.07,35.48,97.33
2013,10,1720.03,34.60,96.31,233.546,2.62,1778.55,35.77,99.59
2013,11,1783.54,34.79,98.26,233.069,2.72,1847.99,36.05,101.81
2013,12,1807.78,34.99,100.2,233.049,2.9,1873.27,36.26,103.83
2014,1,1822.36,35.40,100.42,233.916,2.86,1881.38,36.55,103.67
2014,2,1817.04,35.82,100.63,234.781,2.71,1868.97,36.84,103.51
2014,3,1863.52,36.23,100.85,236.293,2.72,1904.52,37.03,103.07
2014,4,1864.26,36.61,101.61,237.072,2.71,1899.01,37.30,103.50
2014,5,1889.77,37.00,102.36,237.9,2.56,1918.30,37.56,103.91
2014,6,1947.09,37.38,103.12,238.343,2.6,1972.81,37.87,104.48
2014,7,1973.1,37.75,104.07,238.25,2.54,1999.94,38.26,105.48
2014,8,1961.53,38.12,105.01,237.852,2.42,1991.54,38.70,106.62
2014,9,1993.23,38.49,105.96,238.031,2.53,2022.21,39.05,107.50
2014,10,1937.27,38.81,104.74,237.433,2.3,1970.38,39.47,106.53
2014,11,2044.57,39.12,103.53,236.151,2.33,2090.81,40.01,105.87
2014,12,2054.27,39.44,102.31,234.812,2.21,2112.70,40.56,105.22
2015,1,2028.18,39.90,101.29,233.707,1.88,2095.73,41.23,104.66
2015,2,2082.2,40.35,100.27,234.722,1.98,2142.25,41.52,103.16
2015,3,2079.99,40.81,99.25,236.119,2.04,2127.31,41.74,101.51
2015,4,2094.86,41.12,97.80,236.599,1.94,2138.18,41.97,99.83
2015,5,2111.94,41.43,96.36,237.805,2.2,2144.68,42.07,97.85
2015,6,2099.29,41.74,94.91,238.638,2.36,2124.39,42.24,96.04
2015,7,2094.14,42.00,93.49,238.654,2.32,2119.04,42.50,94.60
2015,8,2039.87,42.25,92.08,238.316,2.17,2067.05,42.82,93.30
2015,9,1944.41,42.51,90.66,237.945,2.17,1973.39,43.14,92.01
2015,10,2024.81,42.80,89.28,237.838,2.07,2055.91,43.46,90.65
2015,11,2080.62,43.10,87.91,237.336,2.26,2117.05,43.85,89.45
2015,12,2054.08,43.39,86.53,236.525,2.24,2097.21,44.30,88.35
2016,1,1918.6,43.55,86.50,236.916,2.09,1955.65,44.39,88.17
2016,2,1904.42,43.72,86.47,237.111,1.78,1939.60,44.52,88.07
2016,3,2021.95,43.88,86.44,238.132,1.89,2050.47,44.50,87.66
2016,4,2075.54,44.07,86.60,239.261,1.81,2094.89,44.48,87.41
2016,5,2065.55,44.27,86.76,240.229,1.81,2076.40,44.50,87.22
2016,6,2083.89,44.46,86.92,241.018,1.64,2087.98,44.55,87.09
2016,7,2148.9,44.65,87.64,240.628,1.5,2156.61,44.81,87.96
2016,8,2170.95,44.84,88.37,240.849,1.56,2176.74,44.96,88.60
2016,9,2157.69,45.03,89.09,241.428,1.63,2158.26,45.04,89.11
2016,10,2143.02,45.25,,241.729,1.76,2140.91,45.21,
2016,11,2164.99,45.48,,241.353,2.14,2166.23,45.50,
2016,12,2246.63,45.7,,241.432,2.49,2247.18,45.71,
